id,x,y
1,116.2730673,40.19702465
2,116.2730219,40.19663916
3,116.2730872,40.19483738
4,116.273118,40.19516073
5,116.2731656,40.19087656
6,116.2731385,40.19144972
7,116.2759569,40.21951163
8,116.2760729,40.22012492
9,116.2755635,40.21731916
10,116.2755102,40.2170319
11,116.2619754,40.26771637
12,116.2622914,40.26750868
13,116.2625154,40.26734349
14,116.2626714,40.26720334
15,116.2630784,40.26675702
16,116.2734621,40.20064802
17,116.2734495,40.20055641
18,116.2718904,40.24713487
19,116.2718654,40.24710435
20,116.2718573,40.24707159
21,116.271862,40.24704301
22,116.2718751,40.24701522
23,116.271929,40.24694322
24,116.2721359,40.24674954
25,116.2722177,40.24665334
26,116.2722764,40.24655048
27,116.2723453,40.24637635
28,116.2724437,40.24603947
29,116.2725044,40.24586177
30,116.2725909,40.24568965
31,116.2728685,40.24525362
32,116.2733127,40.19701851
33,116.2733027,40.19663433
34,116.2578502,40.17233425
35,116.257754,40.172593
36,116.2577282,40.172672
37,116.257709,40.17282081
38,116.257705,40.173008
39,116.2577085,40.17304927
40,116.2577198,40.1730894
41,116.257788,40.173277
42,116.2578214,40.17335205
43,116.257846,40.173424
44,116.257892,40.173518
45,116.257929,40.17362
46,116.2584067,40.17522809
47,116.2736546,40.20024846
48,116.2736499,40.20021023
49,116.2735532,40.19921288
50,116.2734621,40.20064802
51,116.2735047,40.20096343
52,116.2736994,40.20063997
53,116.2737367,40.20093065
54,116.3882365,40.06593343
55,116.3884692,40.06546006
56,116.2753226,40.21744575
57,116.275381,40.21774683
58,116.2740734,40.20389042
59,116.2741195,40.20442165
60,116.274206,40.20526991
61,116.2742901,40.20602928
62,116.2782477,40.232858
63,116.2784221,40.23286824
64,116.2736888,40.20054573
65,116.2736546,40.20024846
66,116.3884692,40.06546006
67,116.3885183,40.06536322
68,116.2606631,40.15036836
69,116.26071,40.15027098
70,116.2607181,40.15024535
71,116.2607114,40.15022587
72,116.3803986,40.10156102
73,116.3798215,40.10149152
74,116.365793,40.1178582
75,116.3665026,40.11798056
76,116.3667096,40.11799862
77,116.3668386,40.11799806
78,116.3669245,40.1179836
79,116.36694,40.117981
80,116.367005,40.117957
81,116.367066,40.117919
82,116.3671962,40.11782876
83,116.3673197,40.11776837
84,116.367487,40.117711
85,116.3676555,40.11767635
86,116.3678724,40.117661
87,116.368045,40.117664
88,116.3682228,40.11768371
89,116.3683524,40.11771345
90,116.3655951,40.11783634
91,116.365793,40.1178582
92,116.2632377,40.14400169
93,116.2633953,40.14423167
94,116.2634007,40.14460073
95,116.2632773,40.14499029
96,116.2630574,40.14528143
97,116.2627838,40.14551927
98,116.2626443,40.14558488
99,116.2624941,40.1457243
100,116.2623493,40.14595393
101,116.2621347,40.14624097
102,116.261791,40.14624092
103,116.261791,40.14624092
104,116.2616621,40.1464345
105,116.2615854,40.1465236
106,116.2614395,40.14670268
107,116.2753226,40.21744575
108,116.2752931,40.21732389
109,116.2734255,40.19802079
110,116.2733127,40.19701851
111,116.2749741,40.21318791
112,116.2749306,40.21286363
113,116.2729032,40.19145102
114,116.2729356,40.19092091
115,116.3798389,40.10141561
116,116.3804133,40.10149126
117,116.2749306,40.21286363
118,116.2749234,40.21276557
119,116.2746954,40.21277381
120,116.274705,40.21287434
121,116.2752931,40.21732389
122,116.2752395,40.21705866
123,116.2734495,40.20055641
124,116.2734128,40.20027665
125,116.3390805,40.13574181
126,116.3391438,40.1330074
127,116.3136675,40.13896047
128,116.3102459,40.1392766
129,116.2495996,40.27808727
130,116.2503908,40.27748565
131,116.2755836,40.21742567
132,116.2755635,40.21731916
133,116.2584067,40.17522809
134,116.259558,40.17816462
135,116.274705,40.21287434
136,116.274736,40.21318793
137,116.3812509,40.09668256
138,116.3813588,40.09670143
139,116.3816055,40.09657832
140,116.3819167,40.09629107
141,116.3821098,40.096209
142,116.3824746,40.09620079
143,116.3826999,40.09635673
144,116.3828286,40.0965537
145,116.3830003,40.09665219
146,116.3833114,40.09664398
147,116.3838049,40.09653729
148,116.3844863,40.09653799
149,116.2578352,40.1558379
150,116.2578726,40.15587129
151,116.2579195,40.15591844
152,116.2579638,40.15599121
153,116.2579236,40.15613676
154,116.2577975,40.15636328
155,116.257709,40.15650576
156,116.2575682,40.15677533
157,116.2575467,40.15686348
158,116.2574703,40.15705002
159,116.2573858,40.15725502
160,116.2572932,40.15743131
161,116.2571806,40.15771933
162,116.2570988,40.15789255
163,116.2570264,40.15802067
164,116.2569808,40.1580545
165,116.2569191,40.15811087
166,116.2568467,40.15820004
167,116.2568587,40.15839478
168,116.2568614,40.15845423
169,116.2567876,40.15855058
170,116.2567434,40.15864692
171,116.2567568,40.15891443
172,116.2567555,40.1591963
173,116.2567447,40.15946278
174,116.2567608,40.15966264
175,116.2567501,40.15988916
176,116.2567233,40.15997218
177,116.2567058,40.16021918
178,116.2566723,40.16029913
179,116.25662,40.16045697
180,116.2565999,40.16055126
181,116.2566133,40.16086899
182,116.256616,40.16115801
183,116.2566227,40.16148804
184,116.256617,40.16167876
185,116.2566353,40.16183798
186,116.2567339,40.1618792
187,116.2568841,40.16197656
188,116.257045,40.16207188
189,116.2572046,40.16221127
190,116.2572529,40.1623609
191,116.2573052,40.16262532
192,116.2573736,40.16279136
193,116.2574178,40.16322284
194,116.2574352,40.16340834
195,116.257446,40.16366354
196,116.2574715,40.16383571
197,116.2574835,40.16408783
198,116.2574808,40.16415548
199,116.2573762,40.16432355
200,116.2574057,40.1645398
201,116.25745,40.16474067
202,116.2574259,40.16497947
203,116.2574835,40.16513525
204,116.2576056,40.16549189
205,116.2576431,40.16565485
206,116.2577142,40.1659541
207,116.2577276,40.16608323
208,116.2577142,40.16617957
209,116.2576565,40.16631177
210,116.2575975,40.16643783
211,116.2575694,40.16656183
212,116.2575948,40.16678729
213,116.2576485,40.16711319
214,116.2576981,40.16734685
215,116.2577249,40.16759383
216,116.2577893,40.16770759
217,116.2578631,40.16783671
218,116.2578977,40.16790156
219,116.2603108,40.15010881
220,116.2604981,40.15015514
221,116.2761695,40.22192231
222,116.2762507,40.22231399
223,116.2748377,40.21011023
224,116.274804,40.209737
225,116.274794,40.209686
226,116.2747817,40.20965639
227,116.2746253,40.20942146
228,116.384929,40.08889512
