x,y
116.57989,39.936374
116.579827,39.936374
116.579742,39.936368
116.579567,39.936334
116.57953,39.936322
116.579496,39.93628
116.579368,39.936127
116.579336,39.936112
116.579281,39.93611
116.579222,39.936117
116.579155,39.936146
116.579119,39.936178
116.578964,39.936407
116.578942,39.936432
116.57892,39.936448
116.578762,39.936547
116.578711,39.936564
116.578622,39.936569
116.577956,39.936557
116.577908,39.936542
116.577877,39.936517
116.577851,39.936478
116.577787,39.936223
116.577786,39.936186
116.577795,39.936145
116.577871,39.936001
116.577904,39.935967
116.577953,39.935935
116.578322,39.935745
116.578372,39.935705
116.578405,39.935664
116.578507,39.93545
116.578531,39.93543
116.578565,39.935419
116.578608,39.935409
116.578766,39.935391
116.578832,39.935374
116.579081,39.935272
116.579131,39.935256
116.579202,39.935241
116.579538,39.935204
116.579639,39.935201
116.579713,39.935204
116.579797,39.93522
116.579966,39.935278
116.580424,39.935465
116.580466,39.935472
116.580525,39.935465
116.580733,39.935419
116.580784,39.935417
116.580854,39.935423
116.581105,39.935509
116.581148,39.935513
116.581199,39.935513
116.581355,39.935483
116.588215,39.938815
116.588177,39.938514
116.588247,39.937733
116.588223,39.937422
116.5881,39.937307
116.588092,39.937029
116.58803,39.93689
116.587898,39.936873
116.587678,39.936855
116.587399,39.936861
116.58723,39.936931
116.587128,39.937118
116.586777,39.937334
116.586409,39.937465
116.585929,39.937519
116.585176,39.937529
116.584878,39.937508
116.584816,39.937436
116.584787,39.937186
116.584843,39.93685
116.584956,39.936807
116.585278,39.936774
116.585605,39.936774
116.586345,39.936795
116.586522,39.936741
116.586613,39.936651
116.586619,39.936478
116.586525,39.936353
116.586348,39.936309
116.586023,39.93633
116.585425,39.936408
116.5845,39.936597
116.584226,39.936665
116.584116,39.936657
116.583971,39.936556
116.583794,39.936447
116.583784,39.936369
116.583851,39.936281
116.584049,39.936248
116.584363,39.936299
116.584736,39.936305
116.584977,39.936233
116.585138,39.936075
116.585162,39.935945
116.585149,39.935727
116.585275,39.935553
116.585251,39.935475
116.5851,39.935394
116.584991,39.93533
116.584743,39.935082
116.584701,39.93501
116.584691,39.93498
116.58469,39.934939
116.584753,39.934646
116.584766,39.934582
116.584764,39.934521
116.584741,39.93426
116.584676,39.933864
116.584672,39.933831
116.584654,39.933791
116.584604,39.933743
116.584495,39.933661
116.584464,39.933646
116.58443,39.93364
116.584379,39.933641
116.583888,39.933728
116.583044,39.933899
116.582973,39.933898
116.582918,39.933877
116.582757,39.93377
116.582729,39.933756
116.582666,39.933752
116.582594,39.933767
116.582087,39.933968
116.582045,39.933978
116.582,39.933983
116.581788,39.933977
116.581735,39.933981
116.581676,39.933996
116.581335,39.934083
116.617577,39.935986
116.617373,39.935873
116.616788,39.935499
116.615533,39.934729
116.61286,39.933156
116.612765,39.933094
116.612669,39.933034
116.612572,39.932976
116.612474,39.932922
116.612375,39.932873
116.612275,39.932827
116.612175,39.932785
116.611795,39.932636
116.611521,39.932512
116.603734,39.93861
116.603661,39.938647
116.601162,39.938724
116.600966,39.938738
116.600402,39.938751
116.588859,39.938856
116.588489,39.938832
116.588215,39.938815
116.603734,39.93861
116.603804,39.938551
116.603822,39.938452
116.603822,39.938248
116.603736,39.938113
116.60361,39.938035
116.603404,39.938018
116.601937,39.938
116.601792,39.937963
116.601644,39.937895
116.601497,39.937782
116.60129,39.937537
116.601239,39.937339
116.60118,39.93707
116.601218,39.936801
116.601245,39.936731
116.602161,39.936837
116.602593,39.936961
116.603679,39.93723
116.604141,39.937349
116.604532,39.93739
116.6052,39.937512
116.605385,39.937512
116.605552,39.937454
116.605769,39.937361
116.605831,39.937335
116.606114,39.937206
116.606504,39.937086
