x,y
116.472621,39.970049
116.472588,39.970295
116.472566,39.970554
116.47242,39.970832
116.472283,39.97111
116.472227,39.971282
116.472279,39.971475
116.472241,39.97175
116.472235,39.971975
116.472251,39.972158
116.472332,39.972396
116.472397,39.972585
116.472418,39.972753
116.472327,39.972996
116.472356,39.973151
116.472657,39.973468
116.47331,39.974065
116.474118,39.97494
116.474287,39.975116
116.474372,39.975199
116.475242,39.976027
116.47604,39.976725
116.476362,39.977017
116.479126,39.97953
116.474582,39.975033
116.474802,39.974903
116.474959,39.974797
116.475034,39.974747
116.475105,39.974699
116.475234,39.974613
116.475537,39.974402
116.475593,39.974359
116.475637,39.974327
116.475658,39.974313
116.475845,39.974183
116.47623,39.973944
116.476678,39.973666
116.477637,39.974541
116.477751,39.974644
116.478272,39.975133
116.478515,39.97535
116.478883,39.975678
116.479336,39.976082
116.47969,39.976393
116.480141,39.976802
116.480461,39.977093
116.480821,39.977416
116.481214,39.977753
116.4813,39.977828
116.481461,39.977965
116.480825,39.978382
116.480686,39.978475
116.480506,39.978596
116.480222,39.978785
116.479621,39.979202
116.479597,39.979219
116.479571,39.979235
116.479514,39.97927
116.479169,39.979496
116.479126,39.97953
116.474582,39.975033
116.474557,39.975039
116.47454,39.975044
116.474532,39.975046
116.474524,39.975051
116.474507,39.975069
116.4745,39.97508
116.474498,39.975088
116.474417,39.975154
116.474507,39.975095
116.474515,39.975095
116.474526,39.975093
116.474537,39.97509
116.47455,39.975082
116.474559,39.975072
116.474567,39.975061
116.474582,39.975033
116.474802,39.974903
116.474959,39.974797
116.475034,39.974747
116.475105,39.974699
116.475234,39.974613
116.475537,39.974402
116.475593,39.974359
116.475637,39.974327
116.475658,39.974313
116.475845,39.974183
116.47623,39.973944
116.476678,39.973666
116.477637,39.974541
116.477751,39.974644
116.478272,39.975133
116.478515,39.97535
116.478883,39.975678
116.479336,39.976082
116.47969,39.976393
116.480141,39.976802
116.480461,39.977093
116.480821,39.977416
116.481214,39.977753
116.4813,39.977828
116.481461,39.977965
116.480825,39.978382
116.480686,39.978475
116.480506,39.978596
116.480222,39.978785
116.479621,39.979202
116.479597,39.979219
116.479571,39.979235
116.479514,39.97927
116.479169,39.979496
116.479126,39.97953
116.476424,39.969771
116.476233,39.96983
116.475396,39.970037
116.474701,39.970152
116.474409,39.970176
116.47417,39.970179
116.473299,39.970134
116.472621,39.970049
116.474802,39.974903
116.474959,39.974797
116.475034,39.974747
116.475105,39.974699
116.475234,39.974613
116.475537,39.974402
116.475593,39.974359
116.475637,39.974327
116.475658,39.974313
116.475845,39.974183
116.47623,39.973944
116.476678,39.973666
116.476881,39.973522
116.476921,39.973496
116.47694,39.973483
116.477115,39.973368
116.477262,39.973268
116.477445,39.973149
116.477749,39.97295
116.478054,39.972752
116.478478,39.972481
116.47873,39.972328
116.479213,39.972037
116.479244,39.972019
116.479311,39.971973
116.47937,39.971942
116.4801,39.971554
116.480337,39.971451
116.480679,39.971312
116.480898,39.97124
116.48127,39.971146
116.481394,39.97112
116.481954,39.970996
116.482293,39.970941
116.482309,39.970938
116.482606,39.97091
116.482727,39.970905
116.483401,39.970956
116.483495,39.970973
116.483704,39.970985
116.483775,39.970989
116.485188,39.971066
116.485369,39.971075
116.485505,39.971076
116.486209,39.971082
116.486407,39.971076
116.486694,39.97107
116.487439,39.971071
116.48754,39.97107
116.487649,39.971068
116.487875,39.971074
116.488319,39.971112
116.488831,39.971147
116.489064,39.971161
116.489743,39.971203
116.489866,39.97121
116.49945,39.971867
116.498412,39.971881
116.497452,39.971888
116.496041,39.971905
116.494895,39.971896
116.493407,39.971902
116.493165,39.971905
116.492942,39.971909
116.49178,39.971912
116.491623,39.971911
116.491407,39.971911
116.491311,39.971912
116.491128,39.97192
116.490995,39.971925
116.490826,39.971943
116.490744,39.971955
116.490657,39.971983
116.490442,39.97206
116.490034,39.972267
116.489858,39.972409
116.489739,39.972506
116.489607,39.972613
116.489078,39.972959
116.48855,39.973305
116.488017,39.973652
116.487806,39.973796
116.487686,39.973877
116.487407,39.974061
116.487217,39.974188
116.487081,39.974279
116.486705,39.97453
116.486267,39.974817
116.486031,39.974971
116.485387,39.975384
116.484724,39.975834
116.484132,39.976227
116.484083,39.97626
116.484009,39.97631
116.483964,39.976339
116.483034,39.976959
116.482801,39.977113
116.482466,39.977332
116.482228,39.977488
116.481679,39.97783
116.481461,39.977965
116.480825,39.978382
116.480686,39.978475
116.480506,39.978596
116.480222,39.978785
116.479621,39.979202
116.479597,39.979219
116.479571,39.979235
116.479514,39.97927
116.479169,39.979496
116.479126,39.97953
116.478995,39.979618
116.478525,39.979935
116.478416,39.980008
116.478168,39.980166
116.49945,39.971867
116.499518,39.97184
116.499742,39.971836
116.49979,39.971836
116.500851,39.971854
116.501424,39.971848
116.501561,39.971849
116.502268,39.971827
116.502903,39.971775
116.502992,39.971779
116.503112,39.971784
116.50316,39.971785
116.49945,39.971867
116.499518,39.971893
116.499737,39.971889
116.499785,39.971888
116.500851,39.971909
116.502266,39.971886
116.502908,39.971841
116.502995,39.971826
116.503112,39.971796
116.50316,39.971785
116.506782,39.971774
116.506284,39.971602
116.506225,39.971581
116.506163,39.971564
116.506053,39.97155
116.506014,39.971549
116.505928,39.971548
116.505872,39.971549
116.505796,39.971554
116.505704,39.971563
116.505461,39.971578
116.505372,39.971591
116.504812,39.971642
116.504795,39.971643
116.504776,39.971645
116.503636,39.971747
116.50316,39.971785
