id,x,y
1,116.350394,39.87779
2,116.3504,39.877668
3,116.350407,39.87759
4,116.357163,39.912099
5,116.35759,39.912099
6,116.357554,39.912591
7,116.357541,39.912855
8,116.357538,39.912905
9,116.357535,39.91302
10,116.357513,39.913537
11,116.357509,39.913736
12,116.357496,39.913872
13,116.356813,39.921258
14,116.3566,39.921243
15,116.357312,39.924638
16,116.357173,39.924638
17,116.357083,39.924622
18,116.357607,39.901438
19,116.35748,39.901429
20,116.357094,39.901414
21,116.357101,39.901354
22,116.357125,39.901085
23,116.357066,39.908971
24,116.357182,39.908908
25,116.357265,39.908878
26,116.357329,39.908847
27,116.37197,39.949425
28,116.372301,39.94945
29,116.375969,39.949757
30,116.356259,39.928331
31,116.356591,39.928353
32,116.356941,39.940663
33,116.356921,39.940667
34,116.356876,39.940668
35,116.356757,39.940669
36,116.356432,39.940662
37,116.359077,39.89862
38,116.359032,39.898974
39,116.35934,39.899029
40,116.359863,39.89905
41,116.360079,39.899065
42,116.35003,39.896784
43,116.350034,39.896728
44,116.350035,39.896555
45,116.356591,39.928353
46,116.356587,39.92844
47,116.356542,39.92963
48,116.35652,39.930027
49,116.356463,39.930999
50,116.35646,39.931057
51,116.393891,39.949318
52,116.393115,39.949328
53,116.392134,39.949336
54,116.391771,39.949341
55,116.391568,39.94931
56,116.391165,39.949277
57,116.39068,39.949267
58,116.390205,39.949279
59,116.38983,39.949269
60,116.388658,39.949244
61,116.387392,39.949234
62,116.386059,39.949238
63,116.384329,39.949221
64,116.383808,39.949219
65,116.382754,39.949234
66,116.382395,39.949238
67,116.382089,39.949274
68,116.381716,39.949348
69,116.381539,39.94942
70,116.381231,39.949567
71,116.381214,39.949575
72,116.380724,39.949871
73,116.380646,39.949926
74,116.380479,39.950015
75,116.380174,39.950183
76,116.379962,39.950241
77,116.379694,39.950251
78,116.379546,39.950255
79,116.37935,39.950253
80,116.379098,39.950233
81,116.378633,39.950121
82,116.377896,39.949657
83,116.37772,39.949895
84,116.377502,39.949817
85,116.377257,39.949752
86,116.376947,39.949731
87,116.376795,39.949698
88,116.376756,39.949735
89,116.376765,39.949781
90,116.399092,39.872374
91,116.398162,39.87235
92,116.397476,39.87233
93,116.396765,39.872294
94,116.396578,39.872279
95,116.396104,39.872291
96,116.393295,39.872186
97,116.393146,39.872174
98,116.392882,39.872166
99,116.392683,39.872159
100,116.391186,39.872107
101,116.390805,39.872094
102,116.390622,39.872075
103,116.390327,39.872046
104,116.390183,39.872007
105,116.389138,39.871943
106,116.38834,39.871877
107,116.388237,39.871878
108,116.387523,39.871856
109,116.38745,39.871826
110,116.387417,39.871823
111,116.387158,39.8718
112,116.386776,39.871781
113,116.385779,39.87172
114,116.384744,39.871656
115,116.382762,39.871512
116,116.382393,39.871444
117,116.38122,39.871356
118,116.378994,39.871189
119,116.376489,39.87099
120,116.375121,39.870889
121,116.373217,39.870755
122,116.370173,39.870531
123,116.369872,39.87051
124,116.368443,39.870391
125,116.368208,39.870375
126,116.366155,39.870236
127,116.36494,39.870155
128,116.363359,39.87005
129,116.361785,39.869938
130,116.360519,39.869849
131,116.359916,39.869806
132,116.358431,39.869663
133,116.357005,39.869544
134,116.356882,39.869534
135,116.356499,39.869513
136,116.356466,39.869509
137,116.356458,39.86951
138,116.356447,39.869511
139,116.356434,39.869516
140,116.356426,39.86952
141,116.35642,39.869525
142,116.35641,39.869545
143,116.356404,39.869566
144,116.355591,39.869514
145,116.355577,39.869505
146,116.355572,39.869494
147,116.355564,39.869459
148,116.355556,39.86944
149,116.355547,39.869432
150,116.355531,39.869428
151,116.355488,39.869424
152,116.354911,39.869395
153,116.354433,39.869379
154,116.354105,39.869351
155,116.352768,39.869238
156,116.352156,39.869246
157,116.351844,39.869191
158,116.351544,39.869202
159,116.351403,39.869227
160,116.351354,39.869252
161,116.351276,39.869296
162,116.351163,39.869359
163,116.351093,39.869447
164,116.351034,39.869555
165,116.350978,39.869791
166,116.350628,39.872903
167,116.350613,39.873043
168,116.350591,39.873239
169,116.350578,39.873351
170,116.350557,39.873536
171,116.350355,39.875356
172,116.350306,39.876571
173,116.35029,39.876931
174,116.350293,39.877063
175,116.350309,39.877201
176,116.35033,39.877327
177,116.350407,39.87759
178,116.349343,39.894153
179,116.349441,39.893781
180,116.34944,39.893735
181,116.349452,39.893563
182,116.349468,39.893371
183,116.349484,39.892039
184,116.349461,39.891716
185,116.349313,39.890092
186,116.349315,39.88989
187,116.349325,39.889034
188,116.349347,39.887394
189,116.349328,39.883558
190,116.349325,39.883315
191,116.34932,39.883013
192,116.34936,39.882515
193,116.349429,39.881602
194,116.349485,39.880956
195,116.349591,39.879769
196,116.349701,39.878399
197,116.349699,39.878318
198,116.349784,39.876858
199,116.349841,39.875661
200,116.349931,39.874618
201,116.349999,39.874072
202,116.350024,39.873876
203,116.350075,39.873472
204,116.350081,39.873424
205,116.350107,39.873204
206,116.35012,39.873097
207,116.350172,39.872672
208,116.350269,39.871874
209,116.350279,39.871791
210,116.350305,39.87158
211,116.350339,39.871301
212,116.350367,39.871078
213,116.350394,39.870856
214,116.350534,39.869726
215,116.350587,39.869336
216,116.350576,39.869317
217,116.350512,39.869297
218,116.350534,39.869133
219,116.350535,39.869119
220,116.350545,39.869045
221,116.350551,39.86901
222,116.350558,39.868987
223,116.350566,39.868972
224,116.350575,39.868958
225,116.350589,39.868945
226,116.350608,39.868934
227,116.350637,39.868923
228,116.350816,39.868865
229,116.350394,39.87779
230,116.350314,39.877936
231,116.350271,39.878074
232,116.350239,39.878197
233,116.350217,39.878298
234,116.350207,39.878366
235,116.350188,39.878529
236,116.350159,39.878779
237,116.350014,39.880624
238,116.349865,39.882808
239,116.349852,39.883156
240,116.349848,39.883338
241,116.349845,39.883501
242,116.349795,39.885378
243,116.349777,39.886907
244,116.349779,39.887078
245,116.349795,39.888261
246,116.349812,39.889282
247,116.349829,39.889921
248,116.349846,39.891383
249,116.349916,39.892047
250,116.349918,39.892444
251,116.349865,39.893051
252,116.349842,39.893388
253,116.349804,39.894188
254,116.349794,39.8944
255,116.349782,39.894656
256,116.349682,39.896202
257,116.349637,39.896898
258,116.350023,39.896909
259,116.357038,39.918525
260,116.356944,39.918938
261,116.356933,39.919049
262,116.356939,39.91909
263,116.356959,39.919129
264,116.357011,39.91919
265,116.357089,39.91925
266,116.357004,39.919296
267,116.35703,39.919428
268,116.35703,39.919522
269,116.357011,39.919611
270,116.356978,39.91968
271,116.356954,39.91973
272,116.356935,39.919776
273,116.356913,39.919806
274,116.356883,39.919841
275,116.35687,39.919882
276,116.356868,39.919977
277,116.356848,39.920676
278,116.356852,39.920718
279,116.356874,39.920757
280,116.356944,39.920789
281,116.356989,39.920835
282,116.357009,39.920874
283,116.357001,39.920916
284,116.356971,39.920965
285,116.356883,39.921023
286,116.35684,39.921076
287,116.356827,39.921163
288,116.356813,39.921258
289,116.356272,39.928061
290,116.356616,39.928065
291,116.356638,39.927757
292,116.356664,39.927365
293,116.356696,39.926935
294,116.356711,39.92671
295,116.356737,39.926325
296,116.356764,39.92593
297,116.356794,39.925436
298,116.356767,39.925312
299,116.356872,39.925112
300,116.357022,39.924882
301,116.357064,39.924725
302,116.357074,39.924668
303,116.357083,39.924622
304,116.366826,39.947745
305,116.366767,39.947705
306,116.366657,39.947661
307,116.366591,39.947656
308,116.366532,39.947679
309,116.366435,39.947763
310,116.366385,39.947807
311,116.366353,39.947853
312,116.366359,39.94789
313,116.366391,39.947921
314,116.366462,39.947939
315,116.367149,39.948142
316,116.367338,39.948196
317,116.367566,39.948256
318,116.368105,39.948396
319,116.368566,39.948515
320,116.369138,39.948655
321,116.369607,39.948758
322,116.370162,39.948867
323,116.370801,39.94899
324,116.370849,39.948823
325,116.366826,39.947745
326,116.36745,39.947927
327,116.368357,39.948218
328,116.368815,39.948365
329,116.369431,39.948483
330,116.369746,39.948543
331,116.370208,39.948678
332,116.370849,39.948823
333,116.393878,39.949596
334,116.393645,39.949594
335,116.392977,39.949602
336,116.392137,39.949596
337,116.390076,39.949581
338,116.389488,39.949576
339,116.387225,39.949545
340,116.386528,39.949571
341,116.38537,39.949563
342,116.385036,39.949561
343,116.383572,39.949552
344,116.383424,39.949531
345,116.383149,39.949524
346,116.38295,39.949533
347,116.382731,39.949516
348,116.382554,39.9495
349,116.382453,39.949482
350,116.382292,39.949483
351,116.382136,39.949491
352,116.381959,39.949517
353,116.381837,39.949551
354,116.381589,39.949623
355,116.381404,39.949727
356,116.381231,39.949835
357,116.380785,39.9501
358,116.380673,39.950184
359,116.380572,39.950317
360,116.356974,39.94071
361,116.356976,39.940697
362,116.356976,39.940686
363,116.356973,39.940677
364,116.356966,39.94067
365,116.356958,39.940666
366,116.356941,39.940663
367,116.370849,39.948823
368,116.37105,39.948869
369,116.371179,39.94889
370,116.371229,39.948898
371,116.371292,39.948895
372,116.371338,39.948882
373,116.371681,39.948753
374,116.350798,39.897591
375,116.35082,39.897402
376,116.35068,39.897317
377,116.350622,39.89731
378,116.350494,39.89735
379,116.350454,39.897348
380,116.350445,39.897348
381,116.350408,39.897338
382,116.350384,39.897321
383,116.350348,39.897295
384,116.350338,39.897271
385,116.35037,39.897047
386,116.350356,39.89699
387,116.350346,39.896957
388,116.350322,39.896902
389,116.350271,39.896818
390,116.350035,39.896555
391,116.357312,39.924638
392,116.3573,39.924182
393,116.357163,39.912099
394,116.357182,39.911854
395,116.357212,39.911626
396,116.357212,39.911367
397,116.357188,39.911235
398,116.35715,39.911163
399,116.357085,39.911059
400,116.357085,39.910921
401,116.357085,39.910854
402,116.357127,39.910714
403,116.357165,39.910617
404,116.357173,39.910557
405,116.35717,39.910508
406,116.357142,39.910424
407,116.357134,39.91038
408,116.357134,39.910317
409,116.357182,39.910271
410,116.357227,39.910222
411,116.357251,39.910175
412,116.357257,39.910117
413,116.35724,39.910051
414,116.357202,39.910004
415,116.357156,39.909968
416,116.357134,39.909886
417,116.357136,39.909858
418,116.35715,39.909759
419,116.357238,39.909437
420,116.357252,39.909387
421,116.357329,39.908847
422,116.357637,39.900864
423,116.35772,39.900732
424,116.357803,39.900645
425,116.357966,39.900547
426,116.358109,39.900485
427,116.358256,39.900403
428,116.35839,39.900292
429,116.35846,39.900193
430,116.358495,39.900112
431,116.358554,39.900038
432,116.358634,39.899981
433,116.358728,39.89996
434,116.358825,39.899954
435,116.358919,39.899921
436,116.358999,39.899857
437,116.359128,39.899716
438,116.359174,39.899724
439,116.359214,39.899726
440,116.359257,39.899722
441,116.359884,39.899518
